,quote,author,tags,likes
167,"You should date a girl who reads.
Date a girl who reads. Date a girl who spends her money on books instead of clothes, who has problems with closet space because she has too many books. Date a girl who has a list of books she wants to read, who has had a library card since she was twelve.

Find a girl who reads. You’ll know that she does because she will always have an unread book in her bag. She’s the one lovingly looking over the shelves in the bookstore, the one who quietly cries out when she has found the book she wants. You see that weird chick sniffing the pages of an old book in a secondhand book shop? That’s the reader. They can never resist smelling the pages, especially when they are yellow and worn.

She’s the girl reading while waiting in that coffee shop down the street. If you take a peek at her mug, the non-dairy creamer is floating on top because she’s kind of engrossed already. Lost in a world of the author’s making. Sit down. She might give you a glare, as most girls who read do not like to be interrupted. Ask her if she likes the book.

Buy her another cup of coffee.

Let her know what you really think of Murakami. See if she got through the first chapter of Fellowship. Understand that if she says she understood James Joyce’s Ulysses she’s just saying that to sound intelligent. Ask her if she loves Alice or she would like to be Alice.

It’s easy to date a girl who reads. Give her books for her birthday, for Christmas, for anniversaries. Give her the gift of words, in poetry and in song. Give her Neruda, Pound, Sexton, Cummings. Let her know that you understand that words are love. Understand that she knows the difference between books and reality but by god, she’s going to try to make her life a little like her favorite book. It will never be your fault if she does.

She has to give it a shot somehow.

Lie to her. If she understands syntax, she will understand your need to lie. Behind words are other things: motivation, value, nuance, dialogue. It will not be the end of the world.

Fail her. Because a girl who reads knows that failure always leads up to the climax. Because girls who read understand that all things must come to end, but that you can always write a sequel. That you can begin again and again and still be the hero. That life is meant to have a villain or two.

Why be frightened of everything that you are not? Girls who read understand that people, like characters, develop. Except in the Twilight series.

If you find a girl who reads, keep her close. When you find her up at 2 AM clutching a book to her chest and weeping, make her a cup of tea and hold her. You may lose her for a couple of hours but she will always come back to you. She’ll talk as if the characters in the book are real, because for a while, they always are.

You will propose on a hot air balloon. Or during a rock concert. Or very casually next time she’s sick. Over Skype.

You will smile so hard you will wonder why your heart hasn’t burst and bled out all over your chest yet. You will write the story of your lives, have kids with strange names and even stranger tastes. She will introduce your children to the Cat in the Hat and Aslan, maybe in the same day. You will walk the winters of your old age together and she will recite Keats under her breath while you shake the snow off your boots.

Date a girl who reads because you deserve it. You deserve a girl who can give you the most colorful life imaginable. If you can only give her monotony, and stale hours and half-baked proposals, then you’re better off alone. If you want the world and the worlds beyond it, date a girl who reads.

Or better yet, date a girl who writes.",Rosemarie Urquico,,19197.0
168,You don’t forget the face of the person who was your last hope.,"Suzanne Collins,",the-hunger-games,18933.0
169,′Classic′ - a book which people praise and don't read.,Mark Twain,"books, classic, reading",18869.0
170,"You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.",John Lennon,"beatles, connection, dreamers, dreaming, dreams, hope, inspirational, peace",18837.0
171,"I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.",Marilyn Monroe,attributed-no-source,18714.0
172,I am free of all prejudice. I hate everyone equally. ,W.C. Fields,,18708.0
173,I've been making a list of the things they don't teach you at school. They don't teach you how to love somebody. They don't teach you how to be famous. They don't teach you how to be rich or how to be poor. They don't teach you how to walk away from someone you don't love any longer. They don't teach you how to know what's going on in someone else's mind. They don't teach you what to say to someone who's dying. They don't teach you anything worth knowing.,"Neil Gaiman,","dying, facts, fame, knowing, love, poverty, reality, school, teach, wealth",18670.0
174,Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.,Ralph Waldo Emerson,"life, regrets",18562.0
175,"He has achieved success who has lived well, laughed often, and loved much;
Who has enjoyed the trust of pure women, the respect of intelligent men and the love of little children;
Who has filled his niche and accomplished his task;
Who has never lacked appreciation of Earth's beauty or failed to express it;
Who has left the world better than he found it,
Whether an improved poppy, a perfect poem, or a rescued soul;
Who has always looked for the best in others and given them the best he had;
Whose life was an inspiration;
Whose memory a benediction.","Bessie Anderson Stanley,","life, misattributed-to-emerson, success, widely-misattributed",18559.0
176,I love mankind ... it's people I can't stand!!,Charles M. Schulz,"humor, mankind, people",18544.0
177,You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.,"Harper Lee,",better-life-empathy,18310.0
178,I have never let my schooling interfere with my education.,Mark Twain, education,18198.0
179,The marks humans leave are too often scars.,"John Green,","humans, pain, scars",18072.0
180,Some day you will be old enough to start reading fairy tales again.,C.S. Lewis,"age, fairytales, growing-up",18003.0
181,"A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.","Jane Austen,","humor, love, romantic, women",17968.0
182,"Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.","Suzanne Collins,",humor,17906.0
183,"We are what we pretend to be, so we must be careful about what we pretend to be.","Kurt Vonnegut,","action, attitude, choice, imagination, inspiration, life, pretend",17891.0
184,"Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, 'Who am I to be brilliant, gorgeous, talented, fabulous?' Actually, who are you not to be? You are a child of God. Your playing small does not serve the world. There is nothing enlightened about shrinking so that other people won't feel insecure around you. We are all meant to shine, as children do. We were born to make manifest the glory of God that is within us. It's not just in some of us; it's in everyone. And as we let our own light shine, we unconsciously give other people permission to do the same. As we are liberated from our own fear, our presence automatically liberates others.","Marianne Williamson,","akeelah, fear, inspirational",17889.0
185,Books are a uniquely portable magic.,"Stephen King,","books, magic, reading",17533.0
186,"And in that moment, I swear we were infinite.","Stephen Chbosky,",infinity,17502.0
187,To die will be an awfully big adventure.,"J.M. Barrie,","adventure, love",17497.0
188,Anyone who has never made a mistake has never tried anything new.,Albert Einstein, mistakes,17440.0
189,"It’s no use going back to yesterday, because I was a different person then.",Lewis Carroll,"alice, humor, inspirational, philosophy-of-life, psychological, yesterday",17361.0
190,The truth is rarely pure and never simple.,"Oscar Wilde,",truth,17311.0
191,What a slut time is. She screws everybody.,"John Green,",,17231.0
192,"I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.","Jimi Hendrix,","death, life",17141.0
193,It takes courage to grow up and become who you really are.,E.E. Cummings, courage,17072.0
194,But better to get hurt by the truth than comforted with a lie.,Khaled Hosseini,life,17049.0
195,"You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.",Madeleine L'Engle,"books, children, difficult, grown-ups, write, writers, writing",16952.0
196,"I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.",C.S. Lewis,,16882.0
197,"So it's not gonna be easy. It's going to be really hard; we're gonna have to work at this everyday, but I want to do that because I want you. I want all of you, forever, everyday. You and me... everyday.","Nicholas Sparks,","love, marriage",16826.0
198,The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.,Mark Twain,"death, life",16713.0
199,"We believe in ordinary acts of bravery, in the courage that drives one person to stand up for another.","Veronica Roth,","inspirational-quotes, strength-and-courage",16627.0
200,"... a mind needs books as a sword needs a whetstone, if it is to keep its edge.","George R.R. Martin,","books, mind",16619.0
